Listagem dos Filmes Brasileiros Lançados Comercialmente em Salas de Exibição 1995 a 2021;;;;;;;;;;;;
Ano de Lançamento;CPB;Título;Direção;Gênero;Empresa Produtora Brasileira Majoritária;UF;Empresa Produtora Minoritária Brasileira;UF2;Distribuidora;Máximo de Salas;Público;Renda (R$)
2020;B2000185600000;Niède;Tiago Tambelli;Documentário;B&T Audiovisual;PI;Lente Viva Filmes;SP;Elo Company;1;141;1946
2020;B1900231600000;Ontem Havia Coisas Estranhas No Céu;Bruno Risas;Ficção;Sancho Filmes;SP;Punta Colorada De Cinema;SP;Vitrine Filmes;1;50;491
2020;B1900322000000;Vivir Allí No Es El Infierno Es El Fuego Del Desierto.La Plenitud De La Vida Quedó Ahí Como Un Árbol;Javiera Véliz Fajardo;Documentário;Apiário Estúdio Criativo;MG; -; -;Lume Produções Cinematográficas;3;186;1673
2020;B2000488900000;10 Horas Para O Natal;Cris D'Amato;Ficção;Paris Entretenimento;SP;Simba Content;SP;Paris;358;31306;486752,13
2020;B1800613100000;Alice & Só (Ex Bamo Nessa);Daniel Lieff;Ficção;Fox Film Do Brasil;SP;Coqueirão Pictures / Planetario Filmes;RJ/RJ;Disney;5;155;2884,15
2020;B1900302000000;Boni Bonita;Daniel Barosa;Ficção;Nimboo'S;SP;Ana Caroline Pupulin; -;O2 Play;9;48;948,12
2020;B1900460400000;Cabrito;Luciano De Azevedo;Ficção;Brisa Filmes;RJ;Br Produções/Rodafilmes;PR/RJ;Elo Company;2;27;412,03
2020;B1900307900000;Faz Sol Lá Sim;Claufe Rodrigues;Documentário;Chaplin Filmes / Claufe Ferreira Rodrigues;RJ/ -;Globo Filmes;RJ;Lira Filmes;6;57;1022,24
2020;B1900341900000;Música Para Morrer De Amor;Rafael Gomes;Ficção;Polana Filmes;SP;Substância Filmes E Outras Misturas / Lacuna Filmes;SP/SP;Vitrine Filmes;3;70;1461,6
2020;B2000012600000;O Melhor Verão Das Nossas Vidas;Adolpho Knauth;Ficção;Atenea;SP;Moove House / Galeria Distribuidora;RJ/SP;Galeria Distribuidora;225;38043;563029,48
2020;B1900435600000;Porno Para Principiantes;Carlos Ameglio;Ficção;Bossa Nova Films;SP; -; -;Pandora Filmes;2;28;427,16
2020;B2000101100000;Volume Morto;Kauê Telloli;Ficção;Labuta Filmes;SP;Kaue Tk Produções | Oceânia Filmes;SP/SP;O2 Play;4;589;13078,16
2020;B1900486200000;A Febre;Maya Da-Rin;Ficção;Tamanduá Vermelho;RJ;Enquadramento Produções;SP;Vitrine Filmes;24;521;7587,49
2020;B1900507200000;Querência;Helvécio Marins Jr.;Ficção;Canabrava Filmes/Muiraquitã Filmes;MG/SP;Videofilmes;RJ;Vitrine Filmes;5;56;1015,81
2020;B1900363400000;Tarde Para Morir Joven;Dominga Sotomayor Castillo;Ficção;Rt Features;SP; -; -;Pandora Filmes;12;562;6681,68
2020;B1900380000000;Vou Nadar Até Você;Klaus Mitteldorf;Ficção;Coração Da Selva;SP;Norami Filmes/Planetario Filmes;SP/RJ;Elo Company;21;1076;9206,2
2020;B1900592900000;A Divisão - O Filme;Rodrigo Silveira Monte/Vicente Amorim;Ficção;Afroreggae Audiovisual;RJ;Globo Filmes/Hungry Man;RJ/RJ;Downtown;126;7472;121299,29
2020;B1800090200000;Açucar;Renata Pinheiro/Sérgio Oliveira;Ficção;Aroma Filmes;PE;Boulevard Filmes | Curta! Programadora De Canais De Tv Ltda;SP / RJ;Boulevard Filmes;23;3228;30329,57
2020;B2000436400000;Todos Os Mortos;Caetano Gotardo/Marco Dutra;Ficção;Dezenove Som E Imagens;SP;Canal Brasil/Telecine;RJ/RJ;Vitrine Filmes;7;401;6437,82
2021;B2100436200000;7 Prisioneiros;Icko Joseph Alexandre Morato Iben;Ficção;O2 Cinema Ltda;SP;-;-;O2 Play;17;503;10160,71
2021;B2100460000000;8 Presidentes 1 Juramento - A História De Um Tempo Presente;Carla De Andrade Camurati;Documentário;Elimar Produções Artísticas Ltda;RJ;Globo Comunicação E Participações S/A;RJ;Copacabana Filmes;8;655;13242,06
2021;B1900320300000;A Mulher Da Luz Própria;Sinai Mello E Silva Sganzerla;Documentário;Mercúrio Produções Ltda-Me;SP;-;-;Mercúrio Produções;1;13;190
2021;B2100113900000;A Nuvem Rosa;Iuli Gerbase;Ficção;Invídeo Produções Cinematográficas Ltda;RS;-;-;O2 Play;6;219;3777,02
2021;B2000234700000;A Ponte De Bambu;Marcelo Ramalho Machado;Documentário;Marcelo Machado Produções Artísticas Ltda - Me;SP;Globo Comunicação E Participações S/A ;RJ;Elo Company;1;47;879,13
2021;B2100271200000;A Princesa Da Yakuza;Vicente Luiz Nazareth Amorim;Ficção;Latinamerica Entretenimento Eireli ;SP;-;;Warner;1;105;2504
2021;B1900597000000;A Quem Interessa A Ignorância?;Alexandre Da Silva Carvalho;Documentário;Fraiha Producoes De Eventos E Editora Eireli;RJ;-;-;O2 Play;2;45;881,55
2021;B2000484000000;A Sogra Perfeita;Cristiane D Amato;Ficção;Paris Produções Cinematográficas Ltda;SP;-;-;Paris;386;66136;840090,57
2021;B2100065700000;A Última Floresta;Luiz Roberto Bolognesi;Documentário;Buriti Filmes Ltda;SP;Gullane Entretenimento S.A.;SP;Gullane Entretenimento;8;1953;36563,85
2021;B2000497700000;Abe;Fernando Grostein Escobar De Andrade;Ficção;Spray Filmes S.A.;SP;Gullane Entretenimento S.A. ;SP;Paris;30;3421;84455
2021;B2000096500000;Acqua Movie;Lirio Da Silva Ferreira Neto;Ficção;Chá Cinematográfico Ltda;PE;Canal Brazil S/A / Tag Cultural Distribuidora De Filmes Ltda / Telecine Programacao De Filmes Ltda;RJ/SP/RJ;Imovision;10;345;6591,76
2021;B2100156800000;Alvorada;Sonia Politi Assuncao, Ana Luiza Machado Da Silva Muylaert;Documentário;África Filmes Ltda;SP;Dramatica Filmes - Eireli / Ivan Carlos De Melo Produções Culturais Me;SP/SP;Vitrine Filmes;13;991;20051,76
2021;B1700623000000;Amaração;Marc Zirah Belhassen, Eric Mardoche Belhassen;Ficção;Um Por Todos Produçoes Ltda - Epp;SP;-;-;Boca A Boca Filmes;14;413;6088,5
2021;B2000454300000;Amarração Do Amor;Caroline Okoshi Fioratti;Ficção;Migdal Produções Cinematográficas Ltda;RJ;-;-;Paris;254;24588;411135,19
2021;B1900594800000;Amigas De Sorte;Homero De Mario Jorge Luiz Costa Vieira Olivetto;Ficção;Popcon Produções Ltda;SP;Globo Comunicação E Participações S/A / Xanadu Produções Cinematográficas Ltda;RJ/RJ;Downtown;1;415;4150
2021;B2000163700000;Amigo Arrigo;Jose Carone Junior, Alain Fresnot;Documentário;A.F. Cinema E Vídeo Ltda ;SP;Canal Brazil S/A / Vida Imaginaria Producoes Cinematograficas Ltda;RJ/SP;Elo Company;4;150;3241,97
2021;B2100401000000;Amor Sem Medida;Alexandre Machado De Sa;Ficção;Coração Da Selva Transmídia S.A.;SP;-;;Downtown;7;95;1130
2021;B2000319700000;Ana. Sem Titulo;Lucia Maria Murat Vasconcellos;Ficção;Taiga Filmes E Video Eireli;RJ;-;-;Imovision;10;298;5714,97
2021;B2100384500000;Andre Matos – Maestro Do Rock;Anderson Jose Bellini De Araujo;Documentário;Anderson Jose Bellini De Araujo;SP;-;-;Cinemark Brasil;6;1307;27821,4
2021;B1900240000000;Anna;Heitor Dhalia;Ficção;Paranoid Filmes Ltda;SP;-;-;Imovision;9;584;10504,57
2021;B2100294600000;Araña;Andres Wood;Ficção; Be Bossa Nova Criacoes E Producoes S/A ;SP;-;-;Pandora Filmes;20;1394;27067,79
2021;B2000112600000;Ariano Apresenta: O Auto Da Boa Mentira;Jose Eduardo Belmonte Dos Santos;Ficção;Bsb Serviços Cinegroup Ltda;DF;Globo Comunicação E Participações S/A / Guel Produtora Eireli;RJ/RJ;Imagem;202;11363;188767,11
2021;B2000327800000;Atravessa A Vida;Joao Henrique Vieira Da Silva Jardim;Documentário;Elimar Produções Artísticas Ltda;RJ;Fogo Azul Filmes Ltda / Globo Comunicação E Participações S/A;RJ/RJ;Copacabana Filmes;6;199;3329,38
2021;B1900376800000;Boa Noite;Clarice Saliby De Simoni;Documentário;Tv Zero Cinema Ltda;RJ;Curta! Programadora De Canais De Tv Ltda;RJ;Bretz Filmes;2;23;461,17
2021;B2100017700000;Bob Cuspe - Nós Não Gostamos De Gente;Cesar Luiz Cabral;Animação;Coala Produções Audiovisuais Ltda;SP;Canal Brazil S/A;RJ;Vitrine Filmes;16;1030;18364,06
2021;B2100415100000;Bravos Valentes: Vaqueiros Do Brasil;Ralf Cabral Tambke;Documentário;Tambke Filmes Ltda;SP;Globo Comunicação E Participações S/A;RJ;Plural Filmes;2;258;3915,82
2021;B2000386800000;Cabeça De Nêgo;Emerson De Oliveira Cardoso;Ficção;Corte Seco Filmes Ltda;CE;-;-;Corte Seco;8;1226;17632,61
2021;B1900390400000;Callado;Emilia Rosa De Almeida Silveira;Documentário;70 Filmes Producoes Artísticas Ltda;RJ;Canal Brazil S/A / Globo Comunicação E Participações S/A / Lg Empreendimentos Culturais E Artisticos Ltda;RJ/RJ/RJ;Bretz Filmes;3;116;2002,27
2021;B1700578900000;Campus Santo;Marcio Cavalcanti Curi;Ficção;Asacine Produções Eireli;DF;-;-;Tucumán;1;37;705
2021;B2000130600000;Cavalo;Werner Salles Bagetti, Rafael Barbosa Silva;Documentário;Núcleo Zero Publicidade Ltda;AL;-;-;Descoloniza Filmes / La Ursa;11;1461;18977,02
2021;B2000183900000;Chacrinha, Eu Vim Para Confundir Não Para Explicar;Micael Langer, Claudio Manoel Mascarenhas Pimentel Dos Santos;Documentário;Media Bridge Produções Ltda;RJ;Canal Brazil S/A / Globo Comunicação E Participações S/A;RJ/RJ;Bretz Filmes;2;120;2056,85
2021;B1900203000000;Chão;Camila Silva Freitas;Documentário;Nebulosa Filmes Ltda - Epp / Trotoar - Producao De Servicos Audiovisuais Ltda Me;RS/DF;-;-;Vitrine Filmes;3;24;145,59
2021;B2000433100000;Chico Ventana Também Queria Ter Um Submarino;Alex Piperno;Ficção;Desvia Produções Artisticas E Audiovisuais Ltda;PE;-;-;Vitrine Filmes;5;267;2004,47
2021;B2000158900000;Chorão: Marginal Alado;Felipe Novaes Elias;Documentário;Bravura Cinematográfica Ltda;SP;-;-;O2 Play;5;1412;29682,5
2021;B1800174900000;Christabel;Alex Levy Heller;Ficção;Alelo Filmes Producoes Artisticas Ltda;GO;Afinal Filmes Ltda;RJ;Pipa Produções;21;79;1530,08
2021;B1800607100000;Cine Marrocos;Ricardo Cury Calil;Documentário;Muiraquita Filmes E Producoes Artisticas Eireli ­ Me;SP;Canal Brazil S/A / Globo Comunicação E Participações S/A / Olha Só Produções Editoriais Ltda -Me;RJ/RJ/SP;Bretz Filmes;9;287;5098,14
2021;B2100493100000;Contos Do Amanhã;Pedro De Lima Marques;Ficção;Bactéria Filmes Ltda. Epp ;RS;Luciana Gomes Da Silva Druzina - Me;RS;Europa Filmes;6;477;9097,37
2021;B1900148000000;Cora;Matias Bracher Mariani, Gustavo Rosa De Moura;Ficção;Mira Filmes Ltda - Me ;SP;Bubbles Produções Artísiticas;RJ;Pandora Filmes;1;23;452
2021;B2000102800000;Correndo Por Um Sonho;Tomas Coelho De Sanson Portella;Ficção;Gullane Entretenimento S.A.;SP;Globo Comunicação E Participações S/A / Imagens Do Brasil Ltda Epp / Ram - Criações E Projetos Culturais Ltda / Telecine Programacao De Filmes;RJ/SP/SP/RJ;Imovision;27;4974;73415,24
2021;B1900005600000;Cravos;Marco Aurelio Pinho Del Fiol;Documentário;Casa Redonda Producoes Culturais Eireli;SP/SP;-;;Elo Company;9;115;2539,19
2021;B2100324700000;Curral;Marcelo Coimbra De Almeida Brennand;Ficção;Sopro De Zefiro - Producoes Culturais E Artisticas S/S Eireli;PE;Querosene Produções Artisticas E Cinematográficas Ltda;SP;Pandora Filmes;12;558;11496,52
2021;B2100367400000;Curupira O Demônio Da Floresta;Francisco Duarte Da Silva;Ficção;F D Da Silva - Me;MA;-;-;O2 Play;11;1104;18880,65
2021;B1900072300000;Danças Negras;Joao Victor Pellegrini Do Nascimento, Firmino Ribeiro Pitanga;Documentário;Kalakuta Produções Artísticas Ltda - Epp;SP;-;-;Lira Filmes;5;543;7234,66
2021;B1800381100000;Delicadeza É Azul;Yasmin Garcez Merszajn, Sandro Luiz Barbosa Arieta;Documentário;Ubuntu Filmes Ltda;RJ;Afinal Filmes Ltda;RJ;Pipa Produções;9;57;1087,6
2021;B2000440700000;Dente Por Dente;Pedro Micheli Arantes, Julio Junqueira Taubkin;Ficção;Atc Entretenimentos Ltda;CE;Glaz Entretenimento S.A. / Globo Comunicação E Participações S/A / Massa Real Produções Cinematográficas Ltda - Me / Telecine Programacao De Filmes;RJ/RJ/SP/RJ;Vitrine Filmes;115;6604;109164,82
2021;B2000078000000;Depois A Louca Sou Eu;Julia Salles De Rezende;Ficção;Atitude Produções E Empreendimentos Ltda;RJ;Globo Comunicação E Participações S/A / Rsmts Empreendimentos E Participacoes Ltda;RJ/RJ;Paris;170;12586;230443,26
2021;B2100408300000;Deserto Particular;Alysson Silva Muritiba;Ficção;Grafo Audiovisual Ltda Me;PR;-;-;Pandora Filmes;26;6361;112401,89
2021;B2000230900000;Desvio;Arthur Fernandes Andrade Lins, Arthur Fernandes Andrade Lins;Ficção;Canário Produtora De Vídeo Ltda / Carambola Produções Artísticas;PB/PB;-;;Vitrine Filmes;3;34;337,07
2021;B2100260000000;Diários De Intercâmbio;Bruno Tinoco Garotti;Ficção;Anana Producoes Audiovisuais E Eventos Ltda ;RJ;-;;Paris;8;34;227
2021;B2000070300000;Dois Mais Dois;Marcelo Barreto Saback;Ficção;Paris Produções Cinematográficas Ltda;SP;Globo Comunicação E Participações S/A / Xanadu Produções Cinematográficas Ltda;RJ;Paris;179;14150;266274,66
2021;B2000468500000;Dora E Gabriel;Ugo Cesar Giorgetti;Ficção;Sp Filmes De São Paulo Ltda;SP;-;-;O2 Play;5;86;1535,88
2021;B2100299900000;Doutor Gama;Jeferson Rodrigues De Rezende;Ficção;Paranoid Filmes Ltda;SP;Buda Filmes Producoes Cinematograficas Ltda / Globo Comunicação E Participações S/A / Maiomidia Comunicacao Ltda ;SP/RJ/RJ;Elo Company;13;5508;113352,7
2021;B2100271900000;El Empleado Y El Patrón;Manuel Nieto Zas;Ficção;Atelier W Producoes Cinematograficas Ltda ;RS;Sancho Filmes Ltda;SP;Vitrine Filmes;7;585;5703,62
2021;B2000008400000;Encarcerados;Pedro Bial, Fernando Grostein Escobar De Andrade, Claudia Calabi;Documentário;Globo Comunicação E Participações S/A ;SP;Gullane Entretenimento S.A. / Spray Filmes S.A.;SP/SP;Gullane Entretenimento;16;2807;30812,22
2021;B2000436900000;Entre Nós, Um Segredo;Toumani Kouyate, Beatriz Seignemartin De Paula Leite;Documentário;Miríade Filmes E Produções Artísticas Ltda;SP;Encantamento Consultoria De Projetos, Produções Artísticas E Audiovisuais Eireli-Me;RJ;Vitrine Filmes;3;33;239,07
2021;B1900267800000;Frei Damião - O Santo Do Nordeste;Deborah Brennand De Souza Mendes;Documentário;Fabrica Estudios Ltda;PE;-;-;Elo Company;6;528;8156,04
2021;B2100363400000;Galeria Futuro;Fernando Augusto Sanches, Afonso Jose Da Silva Poyart;Ficção;Black Maria Filme Video Digital Eireli;SP;Globo Comunicação E Participações S/A / Maiomidia Comunicacao Ltda ;RJ/RJ;H2O Films;20;486;6551,71
2021;B2000367000000;Garota Da Moto;Joao Daniel Sequeira Tikhomiroff, Hilton Luis Pinheiro;Ficção;Radar Cinema E Televisão Ltda;SP;Fox Film Do Brasil Ltda;SP;Paris;106;2349;42163,75
2021;B1900206200000;Helen;Andre Meirelles Collazzo;Ficção;Prosperidade Comunicação E Filmes Ltda;SP;-;-;Elo Company;10;172;2727,59
2021;B2000173600000;Homem Onça;Vinicius Dias Dos Reis;Ficção;Tacacá Filmes Ltda;RJ;Canal Brazil S/A / Globo Comunicação E Participações S/A / Maiomidia Comunicacao Ltda;RJ/RJ/RJ;Pandora Filmes;15;457;8224,81
2021;B1900478400000;Intervenção;Caio Nogueira Cobra Varajao;Ficção;Media Bridge Produções Ltda.;RJ;A Tropa Producoes Ltda;RJ;Paris;5;37;523,5
2021;B2000047900000;Júpiter;Marco Antonio Vieira Abujamra;Ficção;Dona Rosa Produções Artísticas Ltda.;RJ;-;-;Elite Filmes;1;5;50
2021;B1900593200000;King Kong Em Asunción;Camilo Santos Cavalcante;Ficção;Ac Cavalcante Serviços Ltda.;PE;-;-;Arthouse;13;405;6337,61
2021;B2100113200000;L.O.C.A.;Claudia Jouvin De Paiva;Ficção;Conspiração Filmes Entretenimento 3º Milênio Ltda;RJ;Globo Comunicação E Participações S/A / Rsmts Empreendimentos E Participacoes Ltda;RJ/RJ;Imagem;1;10;163,8
2021;B2000556700000;La Botera;Sabrina Blanco;Ficção;Vulcana Cinema Ltda;RS;-;-;Zeta Filmes;7;170;2815,98
2021;B2100075500000;Lamaçal;Franco Gabriel Verdoia;Ficção;Gp7 Cinema Ltda;PR;-;-;Elo Company;3;126;1716,19
2021;B2000042800000;Lamento;Diego De Mello Rego Lopes, Claudio Bitencourt Avila;Ficção;Oger Sepol Produção E Comércio Audiovisual Ltda;PR;-;-;Moro Filmes;7;317;4928,92
2021;B2100072000000;Libelu - Abaixo A Ditadura;Diogenes Adolpho Perez Muniz;Documentário;Boulevard Filmes Ltda;SP;Canal Brazil S/A / Globo Comunicação E Participações S/A;RJ/RJ;Boulevard Filmes;5;220;3965,53
2021;B2100032900000;Limiar;Coraci Bartman Ruiz;Documentário;Laboratório Cisco Educação E Imagem Ltda Me;SP;-;-;Taturana;2;60;563
2021;B2100010700000;Loop;Bruno Bini Pereira Rosa;Ficção;Plano B Produtora De Filmes Eireli-Me;MT;Luciana Gomes Da Silva Druzina - Me / Valkyria Cine Eireli - Me;RS/RJ;Elo Company;1;20;320,8
2021;B1900020400000;Luana Muniz - Filha Da Lua;Rian Cordova Costa, Leonardo Moraes Menezes;Documentário;Guaraná Produção De Conteúdo Cultural Ltda Me;RJ;-;-;Lira Filmes;9;785;11937,7
2021;B1900421800000;Lucicreide Vai Pra Marte;Rodrigo Cesar Ribeiro De Araujo;Ficção;All Screens Produção De Conteúdo Audiovisual Ltda;PE;Telecine Programacao De Filmes Ltda ;RJ;Downtown;135;14485;198518,94
2021;B2100424200000;Lutar, Lutar, Lutar;Sergio Borges Martins Filho, Helvecio Neves Marins Junior;Documentário;Canabrava Filmes Eireli;MG;Espn Do Brasil Eventos Esportivos Ltda.;SP;Embaúba Filmes;25;10458;206482,02
2021;B2100218200000;Madalena;Madiano Marcheti;Ficção;Polo Ms Cinema E Vídeo Ltda;MS;Raccord Produções Artísticas E Cinematográficas Ltda / Terceira Margem Filmes E Producoes Artisticas Ltda / Viralata Produções Ltda Me;RJ/MT/RJ;Vitrine Filmes;6;195;1458,88
2021;B2000375600000;Mangueira Em 2 Tempos;Ana Maria Portinho Magalhaes;Documentário;Nova Era Produções De Arte Ltda;RJ;Canal Brazil S/A;RJ;Arteplex Filmes;15;1529;16936,1
2021;B2000006700000;Marighella;Wagner Manicoba De Moura;Ficção;O2 Cinema Ltda;SP;Globo Comunicação E Participações S/A / Maria Dafé Produções Artísticas Ltda / O2 Filmes Curtos Ltda;RJ/RJ/SP;Paris;338;304288;5904583,15
2021;B2000542500000;Meu Nome É Bagdá;Ana Carolina Piza Alves De Souza;Ficção;Manjericão Filmes Ltda Me;SP;-;-;Pagu Pictures;7;859;13575,1
2021;B2000227100000;Meu Querido Supermercado;Tali Yankelevich;Documentário;Casa Redonda Producoes Culturais Eireli ;SP;Canal Brazil S/A / Globo Comunicação E Participações S/A;RJ/RJ;Elo Company;2;67;507
2021;B2100113300000;Migliaccio, O Brasileiro Em Cena;Joao Mariano Pereira Silva Lourenco;Documentário;Afinal Filmes Ltda;RJ;Canal Brazil S/A / Globo Comunicação E Participações S/A;RJ/RJ;Bretz Filmes;4;77;1341,45
2021;B1900493300000;Minha Fortaleza - Os Filhos De Fulano;Tatiana Lohmann Soares;Documentário;Exótica Cinematográfica - Eireli;SP;Miração Filmes Ltda;SP;Taturana;1;16;315
2021;B1900189100000;Missão Cupido;Rodrigo Bittencourt Ramos;Ficção;Raccord Produções Artísticas e Cinematográficas Ltda;RJ;-;-;H2O Films;25;1182;20036,73
2021;B2000339200000;Nazinha, Olhai Por Nós;Jose Belisario Cabo Penna Franca;Documentário;Giros Projetos Audiovisuais Ltda;RJ;Canal Brazil S/A / Globo Comunicação E Participações S/A;RJ/RJ;Boulevard Filmes;2;21;294,59
2021;B2100226000000;Nem Tudo Se Desfaz;Josias Saraiva Monteiro Neto;Documentário;Lavra Editora E Producoes Cinematograficas Eireli;SP;-;-;Lavra Filmes;2;241;5359
2021;B2000319500000;Nheengatu;José Duarte Seixo Barahona Fernandes;Documentário;Refinaria Produções Ltda.;RJ;-;-;Pandora Filmes;1;26;470
2021;B2100452100000;Nina;Paulo Cesar Santana De Alcantara Filho;Ficção;Araçá Azul Produção Eventos E Turismo Ltda;BA;-;-;Europa Filmes;3;66;1179,49
2021;B2100427500000;Noite De Fogo;Tatiana Huezo;Ficção;Desvia Produções Artisticas E Audiovisuais Ltda;PE;-;-;Vitrine Filmes;7;249;2402,21
2021;B1900572800000;Noites De Alface;Jose Buarque Ferreira;Ficção;Afinal Filmes Ltda;RJ;-;-;Pipa Produções;13;280;5161,79
2021;B1900203600000;Nona - Si Me Mojan Yo Los Quemo;Camila José Donoso;Ficção;Cine Camila José Donoso Eirl ;RJ;Bubbles Produções Artísticas Ltda ;RJ;Vitrine Filmes;10;353;7439,87
2021;B2000155000000;O Buscador;Bernardo De Mello Barreto Carvalho;Ficção;Berny Filmes Projetos Artísticos E Culturais Ltda - Me;RJ;-;-;O2 Play;6;138;2635,68
2021;B2000364100000;O Cemitério Das Almas Perdidas;Rodrigo Simoes Aragao;Ficção;Fábulas Negras Produções Artísticas Ltda.;ES;-;-;Elo Company;1;63;1366,98
2021;B1900453800000;O Diabo Branco;Ignacio Rogers;Ficção;Magma Cine S.R.L. ;SP; Sombumbo Filmes Ltda - Me;SP;Pandora Filmes;3;142;2302,75
2021;B2100261800000;O Filho Único Do Meu Pai;Joao Paulo Nogueira Lima, Danniel Fernandes Bezerra De Menezes, Danilo Pontes Ferreira De Carvalho;Ficção;Danilo Pontes Ferreira De Carvalho - Me;CE;-;-;D1 Realizações;6;852;11857,2
2021;B2100347700000;O Jardim Secreto De Mariana;Sergio Perez De Rezende;Ficção;Arpoador Audiovisual Ltda ;RJ;Cinquenta Filmes Ltda / Globo Comunicação E Participações S/A / Morena Filmes Eireli - Me;RJ/RJ/RJ;H2O Films;29;824;17078,14
2021;B2000484500000;O Novelo;Claudia Patricia Lima Pinheiro;Ficção;Parakino Producoes Ltda.;SP;-;-;O2 Play;1;70;1675
2021;B2000248700000;O Palhaço, Deserto;Patricia Lobo Ferraz De Andrade;Ficção;Patricia Lobo Ferraz De Andrade Producoes;SP;-;-;Bretz Filmes;3;68;1545,72
2021;B2000320300000;O Sentido Da Vida;Antônio Miguel Gonçalves Mendes;Documentário;Jumpcut Lda;SP;Globo Comunicação E Participações S/A / O2 Cinema Ltda;RJ/SP;Paris;11;159;2812,96
2021;B2100070100000;O Silêncio Da Chuva;Joao Carlos Daniel;Ficção;Lereby Produções Ltda;RJ;Globo Comunicação E Participações S/A;RJ;Elo Company;26;2386;42864,78
2021;B1800612900000;O Último Jogo;Roberto Studart Ramos De Queiroz Filho;Ficção;Primitivo Produção De Vídeo E Filmes Ltda / Truque Produtora De Cinema Tv E Vídeo Ltda;SP/BA;-;-;Pandora Filmes;4;80;1341,18
2021;B2100242000000;Os Caminhos Do Meu Pai;Mauricio Barros Osaki, Jussara Nunes Da Silveira;Ficção;Dezenove Som E Imagens Produções Ltda ;SP;-;-;Cup Filmes;1;216;3068,23
2021;B1900589200000;Os Salafrários;Pedro Antonio Camargos Paes De Oliveira;Ficção;Glaz Entretenimento S.A.;RJ;-;;Downtown;1;531;6903
2021;B1800036200000;Pantanal, A Boa Inocência De Nossas Origens;Izabella De Freitas Faya, Eduardo Lima De Castro Nunes;Documentário;3 Tabela Filmes E Produções Artísticas Ltda;RJ;-;-;Elo Company;1;3;56,37
2021;B2100120000000;Pedro E Inês;António Da Rocha Cunha Ferreira;Ficção; Refinaria Produções Ltda;RJ;-;-;Pandora Filmes;4;230;4817,1
